Date,Open,High,Low,Close,Adj Close,Volume
2016-10-25,78.180000,79.139999,77.910004,78.080002,73.050926,1669600
2016-10-26,77.440002,78.690002,77.190002,77.540001,72.545708,2190400
2016-10-27,78.180000,78.580002,77.050003,77.260002,72.283737,1460700
2016-10-28,77.910004,77.989998,75.620003,75.720001,70.842934,2715600
2016-10-31,75.949997,77.260002,75.019997,76.940002,71.984344,1886400
2016-11-01,76.919998,77.760002,74.760002,75.809998,70.927139,1782700
2016-11-02,75.650002,76.370003,74.820000,75.029999,70.197357,1681800
2016-11-03,74.650002,76.820000,74.389999,74.669998,69.860565,3566700
2016-11-04,72.599998,76.860001,72.500000,75.070000,70.234795,5718600
2016-11-07,76.669998,77.300003,75.300003,77.239998,72.265038,2703100
2016-11-08,76.860001,78.019997,76.010002,77.330002,72.349228,2208800
2016-11-09,74.790001,78.239998,74.500000,77.660004,72.657982,3458000
2016-11-10,77.889999,79.489998,74.769997,75.910004,71.020714,3267500
2016-11-11,76.000000,77.889999,74.199997,74.510002,69.710876,4015000
2016-11-14,74.790001,74.820000,73.589996,74.040001,69.271126,2614900
2016-11-15,74.180000,76.250000,73.720001,75.930000,71.309090,2101100
2016-11-16,75.360001,76.480003,75.000000,76.120003,71.487526,1630800
2016-11-17,76.150002,77.970001,75.690002,77.949997,73.206139,1616800
2016-11-18,77.820000,78.940002,76.919998,78.209999,73.450325,2190000
2016-11-21,78.459999,79.129997,78.199997,78.930000,74.126518,1526900
2016-11-22,79.389999,80.139999,78.989998,79.360001,74.530327,1218500
2016-11-23,79.209999,79.510002,78.019997,78.309998,73.544243,1585100
2016-11-25,78.269997,78.309998,76.489998,77.010002,72.323364,1174700
2016-11-28,77.059998,77.839996,75.820000,77.300003,72.595703,1807000
2016-11-29,77.089996,77.720001,76.279999,77.220001,72.520569,1721700
2016-11-30,77.489998,77.790001,76.440002,76.849998,72.173103,1595400
2016-12-01,76.919998,77.070000,71.650002,71.779999,67.411629,4086900
2016-12-02,71.690002,73.440002,71.650002,73.339996,68.876709,1927100
2016-12-05,73.720001,74.980003,73.489998,74.820000,70.266640,2899600
2016-12-06,75.330002,76.550003,74.820000,76.169998,71.534470,3299000
2016-12-07,75.779999,77.660004,74.250000,77.339996,72.633263,2471500
2016-12-08,77.300003,79.739998,76.980003,79.519997,74.680588,2716800
2016-12-09,80.599998,81.040001,75.650002,76.930000,72.248230,4750200
2016-12-12,76.360001,77.080002,75.370003,76.260002,71.619003,2302900
2016-12-13,76.800003,77.629997,75.949997,76.879997,72.201263,1714300
2016-12-14,76.489998,77.000000,74.620003,75.139999,70.567162,2620900
2016-12-15,75.209999,77.830002,74.629997,77.209999,72.511162,2330900
2016-12-16,77.510002,78.589996,76.669998,76.809998,72.135529,2335500
2016-12-19,76.949997,78.330002,76.910004,77.440002,72.727180,1116600
2016-12-20,77.519997,77.790001,76.320000,76.610001,71.947685,1339400
2016-12-21,76.660004,77.150002,76.010002,77.070000,72.379707,1494900
2016-12-22,77.930000,78.330002,77.000000,78.150002,73.393967,1705300
2016-12-23,78.220001,78.449997,77.620003,78.029999,73.281265,826700
2016-12-27,77.900002,78.830002,77.660004,78.330002,73.563034,718300
2016-12-28,78.470001,78.599998,76.910004,77.029999,72.342125,1070600
2016-12-29,76.739998,77.120003,75.629997,76.559998,71.900734,1164900
2016-12-30,76.830002,76.830002,74.320000,74.660004,70.116364,1844400
2017-01-03,75.220001,76.239998,74.400002,75.150002,70.576546,2609400
2017-01-04,75.459999,75.660004,74.500000,74.989998,70.426277,1683900
2017-01-05,74.660004,75.379997,73.940002,74.570000,70.031845,1832600
2017-01-06,74.820000,75.480003,74.320000,74.959999,70.398094,1608700
2017-01-09,75.959999,76.959999,75.230003,75.650002,71.046120,2331200
2017-01-10,75.690002,77.519997,75.660004,77.309998,72.605087,1768600
2017-01-11,77.330002,78.720001,76.510002,78.410004,73.638161,2119900
2017-01-12,76.199997,76.910004,74.669998,76.750000,72.079170,4264800
2017-01-13,76.910004,78.489998,76.690002,78.330002,73.563034,1963400
2017-01-17,77.639999,78.430000,76.489998,76.889999,72.210655,2391300
2017-01-18,77.389999,79.269997,77.160004,79.269997,74.445824,3106100
2017-01-19,78.870003,79.449997,78.180000,78.459999,73.685112,4062400
2017-01-20,85.000000,88.900002,84.690002,88.669998,83.273743,15776700
2017-01-23,88.870003,91.070000,87.720001,90.169998,84.682457,6523200
2017-01-24,90.309998,92.739998,90.309998,92.269997,86.654663,4553300
2017-01-25,93.000000,93.779999,91.320000,91.870003,86.279007,3220300
2017-01-26,92.000000,92.639999,90.940002,91.010002,85.471336,2343900
2017-01-27,91.550003,92.440002,91.250000,92.010002,86.410477,1705900
2017-01-30,91.430000,93.080002,90.220001,92.989998,87.330833,2482200
2017-01-31,92.320000,92.480003,90.279999,91.739998,86.417122,2486500
2017-02-01,93.540001,94.489998,91.309998,91.739998,86.417122,3804800
2017-02-02,90.800003,91.540001,90.059998,91.110001,85.823685,2524600
2017-02-03,91.320000,91.910004,90.879997,91.559998,86.247559,1272500
2017-02-06,91.449997,91.580002,90.709999,91.389999,86.087425,1458800
2017-02-07,91.400002,92.199997,91.169998,91.779999,86.454796,1305600
2017-02-08,91.610001,92.339996,90.940002,91.690002,86.370026,1861700
2017-02-09,92.070000,93.129997,91.239998,92.470001,87.104782,2753400
2017-02-10,92.730003,92.750000,91.410004,92.209999,86.859856,1947300
2017-02-13,92.690002,93.300003,92.269997,92.629997,87.255470,1290100
2017-02-14,92.320000,92.480003,90.529999,91.800003,86.473656,1610400
2017-02-15,92.019997,92.610001,91.250000,92.129997,86.784492,1562600
2017-02-16,92.339996,92.559998,91.599998,92.430000,87.067093,1287000
2017-02-17,92.239998,96.669998,91.919998,96.349998,90.759651,5406600
2017-02-21,96.629997,97.510002,95.699997,96.570000,90.966881,2578200
2017-02-22,96.489998,97.169998,96.040001,96.709999,91.098755,1397100
2017-02-23,96.860001,96.940002,94.300003,95.309998,89.779999,1640300
2017-02-24,94.239998,95.000000,93.019997,94.699997,89.205391,1448400
2017-02-27,94.540001,95.680000,93.849998,95.629997,90.081436,1243000
2017-02-28,95.610001,95.849998,94.000000,94.809998,89.308998,1722700
2017-03-01,95.970001,97.150002,94.370003,96.739998,91.127022,2322500
2017-03-02,96.980003,97.570000,94.709999,94.760002,89.261909,2348800
2017-03-03,95.029999,95.320000,94.160004,94.919998,89.412621,1504800
2017-03-06,94.209999,95.709999,93.430000,95.449997,89.911858,3186400
2017-03-07,95.220001,95.489998,94.209999,95.050003,89.535088,1545400
2017-03-08,96.360001,96.910004,95.389999,96.690002,91.079918,4067100
2017-03-09,96.209999,97.669998,95.059998,97.139999,91.503815,2826200
2017-03-10,97.739998,98.699997,97.500000,98.180000,92.483459,2259600
2017-03-13,98.480003,99.339996,98.059998,99.040001,93.293564,2399500
2017-03-14,98.739998,98.940002,97.949997,98.790001,93.058067,1214000
2017-03-15,98.709999,99.379997,98.120003,99.110001,93.359520,1529000
2017-03-16,99.220001,99.220001,98.000000,98.110001,92.417526,1796900
2017-03-17,98.510002,98.610001,97.510002,97.930000,92.247971,2423600
2017-03-20,97.949997,98.809998,97.150002,98.190002,92.492897,1290800
2017-03-21,98.370003,98.639999,95.339996,95.519997,89.977791,1804800
2017-03-22,95.470001,96.779999,94.589996,96.739998,91.127022,1736100
2017-03-23,96.540001,97.290001,96.029999,96.500000,90.900948,1111600
2017-03-24,97.360001,98.349998,96.879997,97.300003,91.654526,1270800
2017-03-27,96.410004,97.709999,95.330002,97.190002,91.550903,1203200
2017-03-28,97.309998,98.699997,96.550003,97.930000,92.247971,1152600
2017-03-29,97.849998,97.849998,97.000000,97.230003,91.588585,1088800
2017-03-30,97.290001,98.500000,97.059998,98.139999,92.445786,1200100
2017-03-31,98.309998,98.489998,97.709999,97.980003,92.295074,1065300
2017-04-03,98.150002,98.480003,96.949997,97.720001,92.050148,1149400
2017-04-04,98.680000,100.699997,98.139999,99.349998,93.585579,2907700
2017-04-05,99.559998,100.580002,98.610001,98.889999,93.152275,2025000
2017-04-06,98.970001,99.809998,97.730003,99.419998,93.651520,1388200
2017-04-07,99.430000,102.639999,99.110001,101.820000,95.912262,3974700
2017-04-10,101.900002,102.540001,100.660004,101.529999,95.639099,1994100
2017-04-11,100.500000,100.820000,99.110001,100.139999,94.329742,2914700
2017-04-12,100.230003,100.400002,96.980003,97.589996,91.927696,3727000
2017-04-13,96.820000,99.440002,96.150002,97.470001,91.814667,2097600
2017-04-17,97.919998,98.879997,97.919998,98.760002,93.029823,927400
2017-04-18,98.180000,99.599998,98.050003,99.029999,93.284134,1564100
2017-04-19,99.800003,100.599998,99.089996,99.239998,93.481964,1695800
2017-04-20,99.500000,101.879997,99.349998,101.629997,95.733299,1900100
2017-04-21,101.559998,101.760002,100.349998,101.599998,95.705048,1530400
2017-04-24,103.000000,105.339996,102.669998,103.910004,97.881012,3582600
2017-04-25,104.260002,104.790001,103.959999,104.000000,97.965797,2726800
2017-04-26,104.300003,104.300003,102.070000,102.970001,96.995537,2170000
2017-04-27,103.419998,104.379997,103.050003,104.199997,98.154175,3035100
2017-04-28,102.790001,104.330002,99.570000,99.739998,93.952965,4690200
2017-05-01,100.260002,100.809998,98.510002,99.809998,94.018906,2295200
2017-05-02,100.000000,100.730003,99.330002,100.669998,94.828995,1759900
2017-05-03,100.180000,101.779999,99.599998,101.430000,95.544899,2382900
2017-05-04,101.320000,102.440002,100.879997,100.919998,95.064491,1514600
2017-05-05,101.349998,101.680000,100.309998,101.459999,95.573151,1113100
2017-05-08,101.570000,101.809998,100.599998,101.019997,95.158684,1102300
2017-05-09,101.330002,102.339996,101.169998,101.930000,96.015884,1094800
2017-05-10,102.650002,103.070000,101.660004,102.500000,96.552818,1240600
2017-05-11,102.199997,102.919998,101.349998,102.610001,96.656441,1089700
2017-05-12,102.599998,102.879997,101.900002,102.519997,96.835884,1032900
2017-05-15,102.989998,104.230003,102.629997,103.760002,98.007141,1293800
2017-05-16,104.050003,105.510002,103.459999,105.500000,99.650681,1687000
2017-05-17,104.500000,104.720001,100.470001,100.550003,94.975136,2079300
2017-05-18,100.629997,103.870003,100.220001,103.199997,97.478195,1889100
2017-05-19,103.650002,104.320000,103.309998,103.870003,98.111061,1236800
2017-05-22,104.449997,105.099998,104.120003,104.959999,99.140602,1214700
2017-05-23,105.019997,105.379997,103.559998,105.169998,99.338951,958700
2017-05-24,105.489998,105.980003,104.699997,105.419998,99.575104,969900
2017-05-25,105.650002,107.180000,105.129997,106.040001,100.160728,1303700
2017-05-26,106.000000,106.339996,104.500000,105.889999,100.019043,1051100
2017-05-30,105.800003,107.250000,105.769997,106.360001,100.462997,752600
2017-05-31,106.980003,107.000000,105.430000,106.430000,100.529106,1468100
2017-06-01,106.790001,107.680000,106.250000,107.680000,101.709808,1649400
2017-06-02,108.129997,108.669998,106.510002,108.419998,102.408768,1577200
2017-06-05,108.199997,109.199997,107.750000,108.150002,102.153740,1300600
2017-06-06,107.500000,109.430000,107.300003,107.860001,101.879837,1121500
2017-06-07,108.000000,109.800003,107.709999,109.480003,103.410011,1527300
2017-06-08,109.820000,111.059998,108.820000,111.010002,104.855186,1526800
2017-06-09,111.400002,112.110001,104.290001,107.010002,101.076950,2974300
2017-06-12,105.260002,105.849998,101.000000,103.760002,98.007141,4118900
2017-06-13,104.669998,105.690002,103.470001,104.849998,99.036713,2062400
2017-06-14,105.269997,105.559998,101.019997,102.470001,96.788666,1701800
2017-06-15,100.739998,102.639999,100.559998,102.279999,96.609200,1675300
2017-06-16,102.349998,103.610001,101.089996,101.900002,96.250267,1923200
2017-06-19,102.720001,104.550003,102.720001,104.059998,98.290520,1239800
2017-06-20,103.900002,104.589996,101.610001,101.809998,96.165260,1377900
2017-06-21,102.320000,103.570000,101.610001,103.300003,97.572662,1123500
2017-06-22,103.370003,103.650002,101.379997,103.250000,97.525421,1309700
2017-06-23,103.250000,104.510002,102.570000,104.360001,98.573883,2462200
2017-06-26,104.470001,105.250000,101.260002,101.320000,95.702438,1947400
2017-06-27,100.500000,100.620003,97.709999,97.860001,92.434258,2896400
2017-06-28,98.739998,98.879997,96.370003,98.360001,92.906548,2328300
2017-06-29,97.959999,98.419998,94.349998,96.129997,90.800179,3107500
2017-06-30,96.639999,97.269997,95.110001,95.949997,90.630157,2194300
2017-07-03,96.440002,97.480003,95.150002,95.339996,90.053978,1180800
2017-07-05,95.790001,97.820000,95.790001,97.529999,92.122566,2346200
2017-07-06,97.139999,99.040001,96.610001,97.790001,92.368134,2241900
2017-07-07,98.190002,100.419998,98.059998,99.699997,94.172249,1556300
2017-07-10,99.930000,100.300003,98.419998,100.050003,94.502853,1295200
2017-07-11,100.050003,101.070000,99.690002,100.730003,95.145157,1375200
2017-07-12,101.449997,102.290001,101.139999,101.730003,96.089714,1605700
2017-07-13,102.000000,103.180000,101.480003,102.750000,97.053146,1682100
2017-07-14,103.419998,104.029999,103.169998,103.989998,98.224403,1352000
2017-07-17,104.019997,104.419998,103.180000,103.300003,97.572662,1693900
2017-07-18,103.050003,103.870003,101.870003,103.830002,98.073265,1281600
2017-07-19,104.500000,105.500000,104.059998,105.410004,99.565659,1810600
